Sr. No,Symbol,Series,Security Name,From,To
1788,CHAMBLFERT,EQ,CHAMBAL FERTILIZERS & CHEMICALS LIMITED,5,No Band
1789,CHOLAFIN,EQ,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,5,No Band
1790,CIPLA,EQ,CIPLA LIMITED,5,No Band
1791,COALINDIA,EQ,COAL INDIA LIMITED,5,No Band
1792,COFORGE,EQ,COFORGE LIMITED,5,No Band
1793,COLPAL,EQ,COLGATE PALMOLIVE (INDIA) LIMITED,5,No Band
1794,CONCOR,EQ,CONTAINER CORPORATION OF INDIA LIMITED,5,No Band
1795,COROMANDEL,EQ,COROMANDEL INTERNATIONAL LIMITED,5,No Band
1796,CROMPTON,EQ,CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED,5,No Band
1797,CUB,EQ,CITY UNION BANK LIMITED,5,No Band
1798,CUMMINSIND,EQ,CUMMINS INDIA LIMITED,5,No Band
1799,DABUR,EQ,DABUR INDIA LIMITED,5,No Band
1800,DALBHARAT,EQ,DALMIA BHARAT LIMITED,5,No Band
1801,DEEPAKNTR,EQ,DEEPAK NITRITE LIMITED,5,No Band
1802,DIVISLAB,EQ,DIVI'S LABORATORIES LIMITED,5,No Band
1803,DIXON,EQ,DIXON TECHNOLOGIES (INDIA) LIMITED,5,No Band
1804,DLF,EQ,DLF LIMITED,5,No Band
1805,DRREDDY,EQ,DR. REDDY'S LABORATORIES LIMITED,5,No Band
1806,EICHERMOT,EQ,EICHER MOTORS LIMITED,5,No Band
1807,ESCORTS,EQ,ESCORTS KUBOTA LIMITED,5,No Band
1808,EXIDEIND,EQ,EXIDE INDUSTRIES LIMITED,5,No Band
1809,FEDERALBNK,EQ,THE FEDERAL BANK  LIMITED,5,No Band
1810,GAIL,EQ,GAIL (INDIA) LIMITED,5,No Band
1811,GLENMARK,EQ,GLENMARK PHARMACEUTICALS LIMITED,5,No Band
1812,GMRINFRA,EQ,GMR AIRPORTS INFRASTRUCTURE LIMITED,5,No Band
1813,GNFC,EQ,GUJARAT NARMADA VALLEY FERTILIZERS AND CHEMICALS LIMITED,5,No Band
1814,GODREJCP,EQ,GODREJ CONSUMER PRODUCTS LIMITED,5,No Band
1815,GODREJPROP,EQ,GODREJ PROPERTIES LIMITED,5,No Band
1816,GRANULES,EQ,GRANULES INDIA LIMITED,5,No Band
1817,GRASIM,EQ,GRASIM INDUSTRIES LIMITED,5,No Band
1818,GRASIMPP,E1,GRASIM INDUSTRIES LIMITED,5,No Band
1819,GUJGASLTD,EQ,GUJARAT GAS LIMITED,5,No Band
1820,HAL,EQ,HINDUSTAN AERONAUTICS LIMITED,5,No Band
1821,HAVELLS,EQ,HAVELLS INDIA LIMITED,5,No Band
1822,HCLTECH,EQ,HCL TECHNOLOGIES LIMITED,5,No Band
1823,HDFCAMC,EQ,HDFC ASSET MANAGEMENT COMPANY LIMITED,5,No Band
1824,HDFCBANK,EQ,HDFC BANK LIMITED,5,No Band
1825,HDFCLIFE,EQ,HDFC LIFE INSURANCE COMPANY LIMITED,5,No Band
1826,HEROMOTOCO,EQ,HERO MOTOCORP LIMITED,5,No Band
1827,HINDALCO,EQ,HINDALCO INDUSTRIES LIMITED,5,No Band
1828,HINDCOPPER,EQ,HINDUSTAN COPPER LIMITED,5,No Band
1829,HINDPETRO,EQ,HINDUSTAN PETROLEUM CORPORATION LIMITED,5,No Band
1830,HINDUNILVR,EQ,HINDUSTAN UNILEVER LIMITED,5,No Band
1831,ICICIBANK,EQ,ICICI BANK LIMITED,5,No Band
1832,ICICIGI,EQ,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,5,No Band
1833,ICICIPRULI,EQ,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,5,No Band
1834,IDEA,EQ,VODAFONE IDEA LIMITED,5,No Band
1835,IDFC,EQ,IDFC LIMITED,5,No Band
1836,IDFCFIRSTB,EQ,IDFC FIRST BANK LIMITED,5,No Band
1837,IEX,EQ,INDIAN ENERGY EXCHANGE LIMITED,5,No Band
1838,IGL,EQ,INDRAPRASTHA GAS LIMITED,5,No Band
1839,INDHOTEL,EQ,THE INDIAN HOTELS COMPANY LIMITED,5,No Band
1840,INDIACEM,EQ,THE INDIA CEMENTS LIMITED,5,No Band
1841,INDIAMART,EQ,INDIAMART INTERMESH LIMITED,5,No Band
1842,INDIGO,EQ,INTERGLOBE AVIATION LIMITED,5,No Band
1843,INDUSINDBK,EQ,INDUSIND BANK LIMITED,5,No Band
1844,INDUSTOWER,EQ,INDUS TOWERS LIMITED,5,No Band
1845,INFY,EQ,INFOSYS LIMITED,5,No Band
1846,IOC,EQ,INDIAN OIL CORPORATION LIMITED,5,No Band
1847,IPCALAB,EQ,IPCA LABORATORIES LIMITED,5,No Band
1848,IRCTC,EQ,INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED,5,No Band
1849,ITC,EQ,ITC LIMITED,5,No Band
1850,JINDALSTEL,EQ,JINDAL STEEL & POWER LIMITED,5,No Band
1851,JKCEMENT,EQ,JK CEMENT LIMITED,5,No Band
1852,JSWSTEEL,EQ,JSW STEEL LIMITED,5,No Band
1853,JUBLFOOD,EQ,JUBILANT FOODWORKS LIMITED,5,No Band
1854,KOTAKBANK,EQ,KOTAK MAHINDRA BANK LIMITED,5,No Band
1855,LALPATHLAB,EQ,DR. LAL PATH LABS LTD.,5,No Band
1856,LAURUSLABS,EQ,LAURUS LABS LIMITED,5,No Band
1857,LICHSGFIN,EQ,LIC HOUSING FINANCE LIMITED,5,No Band
1858,LT,EQ,LARSEN & TOUBRO LIMITED,5,No Band
1859,LTF,EQ,L&T FINANCE LIMITED,5,No Band
1860,LTIM,EQ,LTIMINDTREE LIMITED,5,No Band
1861,LTTS,EQ,L&T TECHNOLOGY SERVICES LIMITED,5,No Band
1862,LUPIN,EQ,LUPIN LIMITED,5,No Band
1863,MANAPPURAM,EQ,MANAPPURAM FINANCE LIMITED,5,No Band
1864,MARICO,EQ,MARICO LIMITED,5,No Band
1865,MARUTI,EQ,MARUTI SUZUKI INDIA LIMITED,5,No Band
1866,MCDOWELL-N,EQ,UNITED SPIRITS LIMITED,5,No Band
1867,MCX,EQ,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,5,No Band
1868,METROPOLIS,EQ,METROPOLIS HEALTHCARE LIMITED,5,No Band
1869,MFSL,EQ,MAX FINANCIAL SERVICES LIMITED,5,No Band
1870,MGL,EQ,MAHANAGAR GAS LIMITED,5,No Band
1871,M&M,EQ,MAHINDRA & MAHINDRA LIMITED,5,No Band
1872,M&MFIN,EQ,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,5,No Band
1873,MOTHERSON,EQ,SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,5,No Band
1874,MPHASIS,EQ,MPHASIS LIMITED,5,No Band
1875,MRF,EQ,MRF LIMITED,5,No Band
1876,MUTHOOTFIN,EQ,MUTHOOT FINANCE LIMITED,5,No Band
1877,NATIONALUM,EQ,NATIONAL ALUMINIUM COMPANY LIMITED,5,No Band
1878,NAUKRI,EQ,INFO EDGE (INDIA) LIMITED,5,No Band
1879,NAVINFLUOR,EQ,NAVIN FLUORINE INTERNATIONAL LIMITED,5,No Band
1880,NESTLEIND,EQ,NESTLE INDIA LIMITED,5,No Band
1881,NMDC,EQ,NMDC LIMITED,5,No Band
1882,NTPC,EQ,NTPC LIMITED,5,No Band
1883,OBEROIRLTY,EQ,OBEROI REALTY LIMITED,5,No Band
1884,OFSS,EQ,ORACLE FINANCIAL SERVICES SOFTWARE LIMITED,5,No Band
1885,ONGC,EQ,OIL & NATURAL GAS CORPORATION LIMITED,5,No Band
1886,PAGEIND,EQ,PAGE INDUSTRIES LIMITED,5,No Band
1887,PEL,EQ,PIRAMAL ENTERPRISES LIMITED,5,No Band
1888,PERSISTENT,EQ,PERSISTENT SYSTEMS LIMITED,5,No Band
1889,PETRONET,EQ,PETRONET LNG LIMITED,5,No Band
1890,PFC,EQ,POWER FINANCE CORPORATION LIMITED,5,No Band
1891,PIDILITIND,EQ,PIDILITE INDUSTRIES LIMITED,5,No Band
1892,PIIND,EQ,PI INDUSTRIES LIMITED,5,No Band
1893,PNB,EQ,PUNJAB NATIONAL BANK,5,No Band
1894,POLYCAB,EQ,POLYCAB INDIA LIMITED,5,No Band
1895,POWERGRID,EQ,POWER GRID CORPORATION OF INDIA LIMITED,5,No Band
1896,PVRINOX,EQ,PVR INOX LIMITED,5,No Band
1897,RAMCOCEM,EQ,THE RAMCO CEMENTS LIMITED,5,No Band
1898,RBLBANK,EQ,RBL BANK LIMITED,5,No Band
1899,RECLTD,EQ,REC LIMITED,5,No Band
1900,RELIANCE,EQ,RELIANCE INDUSTRIES LIMITED,5,No Band
1901,SAIL,EQ,STEEL AUTHORITY OF INDIA LIMITED,5,No Band
1902,SBICARD,EQ,SBI CARDS AND PAYMENT SERVICES LIMITED,5,No Band
1903,SBILIFE,EQ,SBI LIFE INSURANCE COMPANY LIMITED,5,No Band
1904,SBIN,EQ,STATE BANK OF INDIA,5,No Band
1905,SHREECEM,EQ,SHREE CEMENT LIMITED,5,No Band
1906,SHRIRAMFIN,EQ,SHRIRAM FINANCE LIMITED,5,No Band
1907,SIEMENS,EQ,SIEMENS LIMITED,5,No Band
1908,SRF,EQ,SRF LIMITED,5,No Band
1909,SUNPHARMA,EQ,SUN PHARMACEUTICAL INDUSTRIES LIMITED,5,No Band
1910,SUNTV,EQ,SUN TV NETWORK LIMITED,5,No Band
1911,SYNGENE,EQ,SYNGENE INTERNATIONAL LIMITED,5,No Band
1912,TATACHEM,EQ,TATA CHEMICALS LIMITED,5,No Band
1913,TATACOMM,EQ,TATA COMMUNICATIONS LIMITED,5,No Band
1914,TATACONSUM,EQ,TATA CONSUMER PRODUCTS LIMITED,5,No Band
1915,TATAMOTORS,EQ,TATA MOTORS LIMITED,5,No Band
1916,TATAPOWER,EQ,TATA POWER COMPANY LIMITED,5,No Band
1917,TATASTEEL,EQ,TATA STEEL LIMITED,5,No Band
1918,TCS,EQ,TATA CONSULTANCY SERVICES LIMITED,5,No Band
1919,TECHM,EQ,TECH MAHINDRA LIMITED,5,No Band
1920,TITAN,EQ,TITAN COMPANY LIMITED,5,No Band
1921,TORNTPHARM,EQ,TORRENT PHARMACEUTICALS LIMITED,5,No Band
1922,TRENT,EQ,TRENT LIMITED,5,No Band
1923,TVSMOTOR,EQ,TVS MOTOR COMPANY LIMITED,5,No Band
1924,UBL,EQ,UNITED BREWERIES LIMITED,5,No Band
1925,ULTRACEMCO,EQ,ULTRATECH CEMENT LIMITED,5,No Band
1926,UPL,EQ,UPL LIMITED,5,No Band
1927,VEDL,EQ,VEDANTA LIMITED,5,No Band
1928,VOLTAS,EQ,VOLTAS LIMITED,5,No Band
1929,WIPRO,EQ,WIPRO LIMITED,5,No Band
1930,ZEEL,EQ,ZEE ENTERTAINMENT ENTERPRISES LIMITED,5,No Band
1931,ZYDUSLIFE,EQ,ZYDUS LIFESCIENCES LIMITED,5,No Band
